"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0046655",0.685145089496884,0.564332766530496,3,13,"folic acid metabolic process","BP"
"GO:0021766",0.685186109518806,0.42444266002787,15,65,"hippocampus development","BP"
"GO:0015911",0.685268277861226,0.736658332349327,1,4,"long-chain fatty acid import across plasma membrane","BP"
"GO:0002070",0.685524942032453,0.617006332967459,2,9,"epithelial cell maturation","BP"
"GO:0009967",0.685535836328774,0.616994013766241,2,9,"positive regulation of signal transduction","BP"
"GO:0039532",0.685627829514545,0.736296713223486,1,4,"negative regulation of cytoplasmic pattern recognition receptor signaling pathway","BP"
"GO:2001013",0.685639468006332,0.736285000929116,1,4,"epithelial cell proliferation involved in renal tubule morphogenesis","BP"
"GO:0001817",0.685701474336647,0.424151016073081,15,64,"regulation of cytokine production","BP"
"GO:0009792",0.685838512567893,0.50630714763691,5,22,"embryo development ending in birth or egg hatching","BP"
"GO:0070294",0.68602396512791,0.563324159149176,3,13,"renal sodium ion absorption","BP"
"GO:0009268",0.686089143402782,0.735832143361521,1,4,"response to pH","BP"
"GO:0060347",0.686158326761088,0.56026834602017,3,14,"heart trabecula formation","BP"
"GO:0070189",0.686341048029498,0.735578174113105,1,4,"kynurenine metabolic process","BP"
"GO:0003407",0.686406599782223,0.529995206249595,4,17,"neural retina development","BP"
"GO:0071364",0.686576012164425,0.448469844893359,10,43,"cellular response to epidermal growth factor stimulus","BP"
"GO:0014059",0.686748829454825,0.55958786025838,3,14,"regulation of dopamine secretion","BP"
"GO:2000810",0.686879405222508,0.615472460056528,2,9,"regulation of bicellular tight junction assembly","BP"
"GO:0050653",0.68725720225569,0.734652799871601,1,4,"chondroitin sulfate proteoglycan biosynthetic process, chain elongation","BP"
"GO:0060174",0.687263444025496,0.615036723497971,2,9,"limb bud formation","BP"
"GO:0097009",0.687407508170342,0.440756143833764,11,48,"energy homeostasis","BP"
"GO:0070168",0.687448916273217,0.614826152352484,2,9,"negative regulation of biomineral tissue development","BP"
"GO:0070986",0.687464951328846,0.561667011845128,3,13,"left/right axis specification","BP"
"GO:1904637",0.687813506414138,0.734089584321294,1,4,"cellular response to ionomycin","BP"
"GO:0015917",0.687943035191024,0.733958303628033,1,4,"aminophospholipid transport","BP"
"GO:0003140",0.68806621123254,0.614124705312541,2,9,"determination of left/right asymmetry in lateral mesoderm","BP"
"GO:0021612",0.68827482763148,0.61388743471545,2,9,"facial nerve structural organization","BP"
"GO:0031440",0.688601453479829,0.733290145265278,1,4,"regulation of mRNA 3'-end processing","BP"
"GO:2000342",0.688674263800693,0.733216172086437,1,4,"negative regulation of chemokine (C-X-C motif) ligand 2 production","BP"
"GO:0015908",0.688722545238027,0.499299317540767,5,25,"fatty acid transport","BP"
"GO:0031442",0.688724940539035,0.733164675894634,1,4,"positive regulation of mRNA 3'-end processing","BP"
"GO:0015851",0.688767810825336,0.733121105919038,1,4,"nucleobase transport","BP"
"GO:0007296",0.688815560715565,0.733072569719183,1,4,"vitellogenesis","BP"
"GO:0038165",0.688949791023298,0.73293608958533,1,4,"oncostatin-M-mediated signaling pathway","BP"
"GO:0035455",0.689022499786207,0.608452929769273,2,10,"response to interferon-alpha","BP"
"GO:1905949",0.689075741869041,0.732807974781934,1,4,"negative regulation of calcium ion import across plasma membrane","BP"
"GO:0086016",0.689279116762285,0.754872022693414,1,3,"AV node cell action potential","BP"
"GO:1902953",0.689506059229751,0.732369877355766,1,4,"positive regulation of ER to Golgi vesicle-mediated transport","BP"
"GO:1905746",0.689575592711012,0.732299030511678,1,4,"positive regulation of mRNA cis splicing, via spliceosome","BP"
"GO:0006408",0.68973818483289,0.732133306224009,1,4,"snRNA export from nucleus","BP"
"GO:0001947",0.689768200980478,0.427459204621191,13,57,"heart looping","BP"
"GO:0002115",0.689793870726271,0.612156465937308,2,9,"store-operated calcium entry","BP"
"GO:0016189",0.689795413926519,0.732074954300566,1,4,"synaptic vesicle to endosome fusion","BP"
"GO:1901970",0.689864231485916,0.732004772495994,1,4,"positive regulation of mitotic sister chromatid separation","BP"
"GO:1902731",0.689874741194955,0.731994053090864,1,4,"negative regulation of chondrocyte proliferation","BP"
"GO:0006046",0.689951939345382,0.731915303663378,1,4,"N-acetylglucosamine catabolic process","BP"
"GO:0032225",0.689988703853159,0.731877793589922,1,4,"regulation of synaptic transmission, dopaminergic","BP"
"GO:1901475",0.690032384600522,0.731833221323869,1,4,"pyruvate transmembrane transport","BP"
"GO:0009395",0.690244611222572,0.555544675767776,3,14,"phospholipid catabolic process","BP"
"GO:0010656",0.690352173629306,0.731506716899293,1,4,"negative regulation of muscle cell apoptotic process","BP"
"GO:0097178",0.690484858772043,0.558180093492684,3,13,"ruffle assembly","BP"
"GO:0006220",0.690743087067806,0.731107143388667,1,4,"pyrimidine nucleotide metabolic process","BP"
"GO:0071875",0.69093415763709,0.610853293341371,2,9,"adrenergic receptor signaling pathway","BP"
"GO:0042158",0.690963376708843,0.718154214661128,1,5,"lipoprotein biosynthetic process","BP"
"GO:0035378",0.691018061128786,0.73082578001221,1,4,"carbon dioxide transmembrane transport","BP"
"GO:0030878",0.691064069979628,0.481582839216604,6,28,"thyroid gland development","BP"
"GO:0048247",0.691109403479615,0.71799956917258,1,5,"lymphocyte chemotaxis","BP"
"GO:0034105",0.691476343481294,0.71761066341975,1,5,"positive regulation of tissue remodeling","BP"
"GO:0072178",0.691721704629408,0.730104664969358,1,4,"nephric duct morphogenesis","BP"
"GO:0061431",0.691805554400845,0.730018625488068,1,4,"cellular response to methionine","BP"
"GO:0010968",0.691984915552154,0.60964954113325,2,9,"regulation of microtubule nucleation","BP"
"GO:0048172",0.692063491093044,0.55634974824762,3,13,"regulation of short-term neuronal synaptic plasticity","BP"
"GO:0072709",0.692103952535721,0.729712248452547,1,4,"cellular response to sorbitol","BP"
"GO:0045899",0.69214932055694,0.729665641838575,1,4,"positive regulation of RNA polymerase II transcription preinitiation complex assembly","BP"
"GO:0032765",0.692326811157778,0.729483240864441,1,4,"positive regulation of mast cell cytokine production","BP"
"GO:0048539",0.692332824213711,0.60925036157696,2,9,"bone marrow development","BP"
"GO:0030833",0.692405390887816,0.481022187955203,6,27,"regulation of actin filament polymerization","BP"
"GO:0016567",0.692435511690003,0.351599437894372,90,376,"protein ubiquitination","BP"
"GO:0051451",0.692695405761216,0.608834021090299,2,9,"myoblast migration","BP"
"GO:0048678",0.692757060251436,0.466991889807861,7,32,"response to axon injury","BP"
"GO:1904772",0.692777062454532,0.729020070382003,1,4,"response to tetrachloromethane","BP"
"GO:0050820",0.692969797369159,0.728821602154667,1,4,"positive regulation of coagulation","BP"
"GO:0008209",0.692986183801508,0.518559816689323,4,19,"androgen metabolic process","BP"
"GO:1901990",0.693014530481319,0.608467305281433,2,9,"regulation of mitotic cell cycle phase transition","BP"
"GO:1902742",0.693098420390213,0.608370862034695,2,9,"apoptotic process involved in development","BP"
"GO:0050915",0.693407245573806,0.608015670301033,2,9,"sensory perception of sour taste","BP"
"GO:0035092",0.693422792254588,0.551846842620133,3,14,"sperm DNA condensation","BP"
"GO:0044571",0.693502609243361,0.603291642335437,2,10,"[2Fe-2S] cluster assembly","BP"
"GO:0097485",0.693534794612721,0.728239095017757,1,4,"neuron projection guidance","BP"
"GO:0033146",0.693654472735144,0.607731150416676,2,9,"regulation of intracellular estrogen receptor signaling pathway","BP"
"GO:0061515",0.693755652538699,0.728011107142679,1,4,"myeloid cell development","BP"
"GO:0031053",0.69411917275352,0.553958429634888,3,13,"primary miRNA processing","BP"
"GO:0032495",0.694141483183147,0.553932427578324,3,13,"response to muramyl dipeptide","BP"
"GO:1904862",0.694173910932225,0.496681774775542,5,22,"inhibitory synapse assembly","BP"
"GO:0032286",0.694496851748829,0.727244805166161,1,4,"central nervous system myelin maintenance","BP"
"GO:0032369",0.694548075987371,0.72719177911738,1,4,"negative regulation of lipid transport","BP"
"GO:0060368",0.694589493446601,0.727148898464882,1,4,"regulation of Fc receptor mediated stimulatory signaling pathway","BP"
"GO:0097070",0.694599548554141,0.727138487277074,1,4,"ductus arteriosus closure","BP"
"GO:2001186",0.694866114971218,0.726862359109646,1,4,"negative regulation of CD8-positive, alpha-beta T cell activation","BP"
"GO:0034116",0.694920042797663,0.553024382412241,3,13,"positive regulation of heterotypic cell-cell adhesion","BP"
"GO:0045064",0.695017728537068,0.606159464499931,2,9,"T-helper 2 cell differentiation","BP"
"GO:0042986",0.695074215158436,0.726646631030723,1,4,"positive regulation of amyloid precursor protein biosynthetic process","BP"
"GO:0042659",0.6952389115665,0.552652110372366,3,13,"regulation of cell fate specification","BP"
"GO:0001573",0.695378023918363,0.726331428759587,1,4,"ganglioside metabolic process","BP"
"GO:0055118",0.695384129114087,0.72632509147074,1,4,"negative regulation of cardiac muscle contraction","BP"
"GO:0050976",0.695399226906483,0.726309419195944,1,4,"detection of mechanical stimulus involved in sensory perception of touch","BP"
"GO:0090400",0.695678082648767,0.726019816892793,1,4,"stress-induced premature senescence","BP"
"GO:0030194",0.695705977540356,0.549177308050695,3,14,"positive regulation of blood coagulation","BP"
"GO:0061551",0.696103067465637,0.725577957593641,1,4,"trigeminal ganglion development","BP"
"GO:0048513",0.69617033115659,0.551563462538373,3,13,"animal organ development","BP"
"GO:0050808",0.696224709474012,0.425747100253234,12,51,"synapse organization","BP"
"GO:1902513",0.69623822145918,0.725437311388946,1,4,"regulation of organelle transport along microtubule","BP"
"GO:0015861",0.696269951899672,0.725404282723797,1,4,"cytidine transport","BP"
"GO:2000611",0.696428396296263,0.725239305581215,1,4,"positive regulation of thyroid hormone generation","BP"
"GO:0007017",0.6964569846978,0.548296822802957,3,14,"microtubule-based process","BP"
"GO:0016447",0.696717248099615,0.724938329197672,1,4,"somatic recombination of immunoglobulin gene segments","BP"
"GO:0032720",0.69679071805057,0.419236108258105,13,58,"negative regulation of tumor necrosis factor production","BP"
"GO:0061051",0.696849796236605,0.72480012429099,1,4,"positive regulation of cell growth involved in cardiac muscle cell development","BP"
"GO:0090080",0.697142285354158,0.724494945280091,1,4,"positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway","BP"
"GO:0035344",0.69718552080668,0.724449809799236,1,4,"hypoxanthine transport","BP"
"GO:0002265",0.697334003399484,0.724294754449067,1,4,"astrocyte activation involved in immune response","BP"
"GO:1903716",0.697636110584991,0.723979046684777,1,4,"guanine transmembrane transport","BP"
"GO:0035063",0.69774677410021,0.723863324820769,1,4,"nuclear speck organization","BP"
"GO:0035812",0.697769990611467,0.72383904189913,1,4,"renal sodium excretion","BP"
"GO:0006651",0.697943381475469,0.72365762956405,1,4,"diacylglycerol biosynthetic process","BP"
"GO:0006596",0.698128018784199,0.710483593929657,1,5,"polyamine biosynthetic process","BP"
"GO:0042471",0.698179182019792,0.723410758724981,1,4,"ear morphogenesis","BP"
"GO:0071549",0.698395668292603,0.474084240336583,6,27,"cellular response to dexamethasone stimulus","BP"
"GO:1904694",0.698525922358247,0.723047401062064,1,4,"negative regulation of vascular associated smooth muscle contraction","BP"
"GO:0003157",0.699063979529027,0.722482758395196,1,4,"endocardium development","BP"
"GO:0007220",0.69906817320574,0.601461690904654,2,9,"Notch receptor processing","BP"
"GO:0090271",0.699222325166144,0.722316403435207,1,4,"positive regulation of fibroblast growth factor production","BP"
"GO:0032474",0.699259403832944,0.722277437084693,1,4,"otolith morphogenesis","BP"
"GO:0055123",0.699497712840798,0.722026885169257,1,4,"digestive system development","BP"
"GO:0010628",0.699574206353435,0.343315387528838,93,390,"positive regulation of gene expression","BP"
"GO:0006290",0.699586859764194,0.721933109210222,1,4,"pyrimidine dimer repair","BP"
"GO:0042776",0.699871168613243,0.428980713110963,10,54,"proton motive force-driven mitochondrial ATP synthesis","BP"
"GO:0003416",0.699918631174464,0.600469946870605,2,9,"endochondral bone growth","BP"
"GO:0060421",0.700007571100124,0.721490190193531,1,4,"positive regulation of heart growth","BP"
"GO:0044598",0.700010623345882,0.595703942450436,2,10,"doxorubicin metabolic process","BP"
"GO:0046879",0.700038607832851,0.721457491484454,1,4,"hormone secretion","BP"
"GO:0051013",0.700044038618409,0.600323547054273,2,9,"microtubule severing","BP"
"GO:0060837",0.700138831359908,0.72135187889304,1,4,"blood vessel endothelial cell differentiation","BP"
"GO:0031860",0.700385582557806,0.721091715044623,1,4,"telomeric 3' overhang formation","BP"
"GO:0014819",0.700722843285109,0.720735788574333,1,4,"regulation of skeletal muscle contraction","BP"
"GO:0010880",0.700815213370997,0.511174005249907,4,18,"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","BP"
"GO:0002328",0.700900777132272,0.720547851680297,1,4,"pro-B cell differentiation","BP"
"GO:0021554",0.700960372715643,0.542991954287155,3,14,"optic nerve development","BP"
"GO:0055089",0.70102476458502,0.542915789154573,3,14,"fatty acid homeostasis","BP"
"GO:1905857",0.701097725514377,0.720339706112338,1,4,"positive regulation of pentose-phosphate shunt","BP"
"GO:0015844",0.701111471898116,0.599075779603489,2,9,"monoamine transport","BP"
"GO:0050689",0.701147361539575,0.720287227347751,1,4,"negative regulation of defense response to virus by host","BP"
"GO:0030035",0.701166555858509,0.720266931493329,1,4,"microspike assembly","BP"
"GO:0098880",0.701505541340571,0.71990828595077,1,4,"maintenance of postsynaptic specialization structure","BP"
"GO:0000245",0.701549498778344,0.469421767547962,6,28,"spliceosomal complex assembly","BP"
"GO:0006833",0.701553411387459,0.542290150168425,3,14,"water transport","BP"
"GO:0010748",0.70190424569535,0.719485958060665,1,4,"negative regulation of long-chain fatty acid import across plasma membrane","BP"
"GO:0003093",0.702008459626321,0.719375480176878,1,4,"regulation of glomerular filtration","BP"
"GO:0051453",0.702126501509263,0.470816808173278,6,26,"regulation of intracellular pH","BP"
"GO:0050878",0.702144408519054,0.719231304233316,1,4,"regulation of body fluid levels","BP"
"GO:1901509",0.702199962809189,0.719172369903831,1,4,"regulation of endothelial tube morphogenesis","BP"
"GO:0022409",0.702507881644851,0.507380970889384,4,19,"positive regulation of cell-cell adhesion","BP"
"GO:0032079",0.702568791157776,0.718780834315164,1,4,"positive regulation of endodeoxyribonuclease activity","BP"
"GO:0060161",0.702673288525936,0.718669819059078,1,4,"positive regulation of dopamine receptor signaling pathway","BP"
"GO:0051304",0.702716894052287,0.718623482664401,1,4,"chromosome separation","BP"
"GO:2000587",0.702819862019663,0.718514040371239,1,4,"negative regulation of platelet-derived growth factor receptor-beta signaling pathway","BP"
"GO:0061621",0.70282373538095,0.508802988690551,4,18,"canonical glycolysis","BP"
"GO:2000346",0.702931976439402,0.718394835309254,1,4,"negative regulation of hepatocyte proliferation","BP"
"GO:1903432",0.703084687448839,0.596761388914691,2,9,"regulation of TORC1 signaling","BP"
"GO:0061684",0.703089048137223,0.718227757354523,1,4,"chaperone-mediated autophagy","BP"
"GO:0099072",0.703161609228801,0.456658538904752,7,30,"regulation of postsynaptic membrane neurotransmitter receptor levels","BP"
"GO:0061092",0.703366973297132,0.71793192006461,1,4,"positive regulation of phospholipid translocation","BP"
"GO:0046473",0.703421458713935,0.717873892074683,1,4,"phosphatidic acid metabolic process","BP"
"GO:0006450",0.703461621808473,0.704661339958741,1,5,"regulation of translational fidelity","BP"
"GO:0050779",0.703591253334829,0.71769299235903,1,4,"RNA destabilization","BP"
"GO:0030200",0.70363810114952,0.596110459282706,2,9,"heparan sulfate proteoglycan catabolic process","BP"
"GO:0033234",0.704077594178514,0.595592951361907,2,9,"negative regulation of protein sumoylation","BP"
"GO:0051599",0.704143935668856,0.717103477829103,1,4,"response to hydrostatic pressure","BP"
"GO:0060686",0.704179352361594,0.717065665102042,1,4,"negative regulation of prostatic bud formation","BP"
"GO:0071731",0.704202838334027,0.7038445168045,1,5,"response to nitric oxide","BP"
"GO:2000273",0.704298528210812,0.595332607332755,2,9,"positive regulation of signaling receptor activity","BP"
"GO:0008156",0.704319130765537,0.539007210803054,3,14,"negative regulation of DNA replication","BP"
"GO:0016072",0.704373644944711,0.716858151373003,1,4,"rRNA metabolic process","BP"
"GO:0060414",0.704389182744934,0.716841550655493,1,4,"aorta smooth muscle tissue morphogenesis","BP"
"GO:0071376",0.704457768121889,0.716768263528226,1,4,"cellular response to corticotropin-releasing hormone stimulus","BP"
"GO:0031623",0.70456052800116,0.415506581808097,12,53,"receptor internalization","BP"
"GO:0070528",0.704642857606026,0.716570404738241,1,4,"protein kinase C signaling","BP"
"GO:0010499",0.704678350296756,0.716532449930208,1,4,"proteasomal ubiquitin-independent protein catabolic process","BP"
"GO:0046601",0.705060905074357,0.716123081801308,1,4,"positive regulation of centriole replication","BP"
"GO:0002027",0.705105849936235,0.453512822676632,7,31,"regulation of heart rate","BP"
"GO:0043691",0.705184780335133,0.535480324832585,3,15,"reverse cholesterol transport","BP"
"GO:0007442",0.705318247799888,0.715847417788344,1,4,"hindgut morphogenesis","BP"
"GO:0030951",0.705338487332704,0.715825727618181,1,4,"establishment or maintenance of microtubule cytoskeleton polarity","BP"
"GO:0001886",0.705414841402641,0.540657481758681,3,13,"endothelial cell morphogenesis","BP"
"GO:0071332",0.705543584566203,0.715605850510289,1,4,"cellular response to fructose stimulus","BP"
"GO:0060350",0.705584710129881,0.715561743821525,1,4,"endochondral bone morphogenesis","BP"
"GO:0061590",0.705904565119724,0.715218503321052,1,4,"calcium activated phosphatidylcholine scrambling","BP"
"GO:2000813",0.705930575269654,0.715190575924279,1,4,"negative regulation of barbed-end actin filament capping","BP"
"GO:1990138",0.706236498023,0.466003154948677,6,26,"neuron projection extension","BP"
"GO:0008088",0.706417440786598,0.71466739011031,1,4,"axo-dendritic transport","BP"
"GO:0010507",0.706716097388206,0.408656678674119,13,56,"negative regulation of autophagy","BP"
"GO:0048339",0.706746686177103,0.592439131637196,2,9,"paraxial mesoderm development","BP"
"GO:0032648",0.706803898396299,0.714251517048417,1,4,"regulation of interferon-beta production","BP"
"GO:0060068",0.707330583112882,0.591746680866147,2,9,"vagina development","BP"
"GO:0016540",0.707427575647914,0.47977380898133,5,23,"protein autoprocessing","BP"
"GO:0097681",0.707501742852379,0.591543528666286,2,9,"double-strand break repair via alternative nonhomologous end joining","BP"
"GO:0015747",0.707634196805364,0.591386263495262,2,9,"urate transport","BP"
"GO:0006825",0.707794072513724,0.586486062027959,2,10,"copper ion transport","BP"
"GO:0070886",0.707939799243667,0.50272938672105,4,18,"positive regulation of calcineurin-NFAT signaling cascade","BP"
"GO:0097491",0.707981419195113,0.712981163773364,1,4,"sympathetic neuron projection guidance","BP"
"GO:0010907",0.708008607376085,0.590941465917385,2,9,"positive regulation of glucose metabolic process","BP"
"GO:0036493",0.708149179282314,0.712799784241686,1,4,"positive regulation of translation in response to endoplasmic reticulum stress","BP"
"GO:0021943",0.70824745982933,0.712693479173913,1,4,"formation of radial glial scaffolds","BP"
"GO:1905007",0.708264018480008,0.712675565197642,1,4,"positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation","BP"
"GO:0097492",0.708328808742184,0.712605462637308,1,4,"sympathetic neuron axon guidance","BP"
"GO:0045668",0.708490325911134,0.422029090550063,10,46,"negative regulation of osteoblast differentiation","BP"
"GO:0040008",0.708500720348878,0.534012177403969,3,14,"regulation of growth","BP"
"GO:0097368",0.708581695802449,0.712331700202809,1,4,"establishment of Sertoli cell barrier","BP"
"GO:0048617",0.70874095575329,0.590070360006487,2,9,"embryonic foregut morphogenesis","BP"
"GO:0051289",0.708856411799597,0.401374453382208,14,62,"protein homotetramerization","BP"
"GO:0051046",0.709096123572055,0.711774115713044,1,4,"regulation of secretion","BP"
"GO:0006264",0.709098069068641,0.589645065256728,2,9,"mitochondrial DNA replication","BP"
"GO:0071205",0.70943472741391,0.711406598594889,1,4,"protein localization to juxtaparanode region of axon","BP"
"GO:0003084",0.709540684151217,0.589117471003981,2,9,"positive regulation of systemic arterial blood pressure","BP"
"GO:0050884",0.709547866502528,0.532755355897943,3,14,"neuromuscular process controlling posture","BP"
"GO:0031642",0.710119225576864,0.588427062065398,2,9,"negative regulation of myelination","BP"
"GO:0060670",0.71044528157362,0.583309982136197,2,10,"branching involved in labyrinthine layer morphogenesis","BP"
"GO:0072498",0.71060188360052,0.696713300846265,1,5,"embryonic skeletal joint development","BP"
"GO:0140467",0.710873429575437,0.47333252803328,5,25,"integrated stress response signaling","BP"
"GO:0141167",0.711086210402933,0.709608307447192,1,4,"chromosomal 5-methylcytosine DNA demethylation, oxidation pathway","BP"
"GO:0032053",0.711183365218124,0.709502215961493,1,4,"ciliary basal body organization","BP"
"GO:0046338",0.711250959646202,0.709428384217616,1,4,"phosphatidylethanolamine catabolic process","BP"
"GO:0006655",0.711287014458057,0.709388995805601,1,4,"phosphatidylglycerol biosynthetic process","BP"
"GO:0031113",0.711449605758589,0.533437520283422,3,13,"regulation of microtubule polymerization","BP"
"GO:0000724",0.711568003881706,0.373530894929322,23,101,"double-strand break repair via homologous recombination","BP"
"GO:0046470",0.711633040129182,0.527736026291585,3,15,"phosphatidylcholine metabolic process","BP"
"GO:0048014",0.711651406870577,0.708990653247722,1,4,"Tie signaling pathway","BP"
"GO:1990048",0.711869992872532,0.708751475642188,1,4,"anterograde neuronal dense core vesicle transport","BP"
"GO:0009134",0.712025009287672,0.708581753234353,1,4,"nucleoside diphosphate catabolic process","BP"
"GO:0034138",0.71245120971985,0.529258041185803,3,14,"toll-like receptor 3 signaling pathway","BP"
"GO:0045347",0.71263676263169,0.694415375287716,1,5,"negative regulation of MHC class II biosynthetic process","BP"
"GO:0060971",0.71287328029189,0.707651494556222,1,4,"embryonic heart tube left/right pattern formation","BP"
"GO:0097345",0.712963503357917,0.585019711337082,2,9,"mitochondrial outer membrane permeabilization","BP"
"GO:0007007",0.713171381673119,0.494661651691349,4,19,"inner mitochondrial membrane organization","BP"
"GO:0045132",0.713200920144771,0.707291500504514,1,4,"meiotic chromosome segregation","BP"
"GO:0040038",0.713232785821847,0.707256467652969,1,4,"polar body extrusion after meiotic divisions","BP"
"GO:2000741",0.713398159911245,0.707074598500867,1,4,"positive regulation of mesenchymal stem cell differentiation","BP"
"GO:0061333",0.713448924648211,0.707018750669484,1,4,"renal tubule morphogenesis","BP"
"GO:0045923",0.713568619916899,0.706887033765214,1,4,"positive regulation of fatty acid metabolic process","BP"
"GO:0160040",0.713652907685849,0.706794249752482,1,4,"mitocytosis","BP"
"GO:0021895",0.713697332197018,0.527751264090253,3,14,"cerebral cortex neuron differentiation","BP"
"GO:0051597",0.713758892917591,0.706677545059334,1,4,"response to methylmercury","BP"
"GO:0034205",0.7140121884525,0.583757899316107,2,9,"amyloid-beta formation","BP"
"GO:0070884",0.714272771630433,0.706111121198478,1,4,"regulation of calcineurin-NFAT signaling cascade","BP"
"GO:0002682",0.714277940892833,0.44194283189365,7,32,"regulation of immune system process","BP"
"GO:0045814",0.714333039681974,0.432441050745844,8,35,"negative regulation of gene expression, epigenetic","BP"
"GO:1902177",0.714793468655671,0.69196372257178,1,5,"positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP"
"GO:0060346",0.714856699725448,0.582739581304165,2,9,"bone trabecula formation","BP"
"GO:0010565",0.715048441627266,0.705254340964037,1,4,"regulation of ketone metabolic process","BP"
"GO:0048592",0.71506400529855,0.7052371276754,1,4,"eye morphogenesis","BP"
"GO:0140367",0.715270480241014,0.582239931587335,2,9,"antibacterial innate immune response","BP"
"GO:0001963",0.715315062433379,0.577427252131312,2,10,"synaptic transmission, dopaminergic","BP"
"GO:0048505",0.715450884322922,0.704808962061666,1,4,"regulation of timing of cell differentiation","BP"
"GO:1900152",0.715615456063437,0.581823007503454,2,9,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"GO:0035721",0.715655126171138,0.525376969116661,3,14,"intraciliary retrograde transport","BP"
"GO:0070613",0.715671955471414,0.581754693538966,2,9,"regulation of protein processing","BP"
"GO:0032688",0.715830513129162,0.525163852274943,3,14,"negative regulation of interferon-beta production","BP"
"GO:0061077",0.716006717168334,0.419828593670036,9,43,"chaperone-mediated protein folding","BP"
"GO:0034381",0.716024083935007,0.704173598944479,1,4,"plasma lipoprotein particle clearance","BP"
"GO:0002675",0.7160706781961,0.576508738507032,2,10,"positive regulation of acute inflammatory response","BP"
"GO:0031018",0.716237040741011,0.524669605895184,3,14,"endocrine pancreas development","BP"
"GO:0032909",0.716300261386914,0.703867045857063,1,4,"regulation of transforming growth factor beta2 production","BP"
"GO:0141008",0.716401583007193,0.703754511021179,1,4,"transposable element silencing by mRNA destabilization","BP"
"GO:0010165",0.71647246524611,0.492488781689733,4,18,"response to X-ray","BP"
"GO:0060484",0.716528908457429,0.580717471416074,2,9,"lung-associated mesenchyme development","BP"
"GO:1903905",0.716632712160306,0.703497663649806,1,4,"positive regulation of establishment of T cell polarity","BP"
"GO:0120197",0.716667628915577,0.580549380214508,2,9,"mucociliary clearance","BP"
"GO:0008202",0.716773825584893,0.427650712160307,8,38,"steroid metabolic process","BP"
"GO:0035999",0.716864791988152,0.580310381620712,2,9,"tetrahydrofolate interconversion","BP"
"GO:0035021",0.716876316506222,0.703226743164169,1,4,"negative regulation of Rac protein signal transduction","BP"
"GO:1905037",0.717050614209496,0.703032768642603,1,4,"autophagosome organization","BP"
"GO:0090307",0.717461782244476,0.412573770877426,10,44,"mitotic spindle assembly","BP"
"GO:0007599",0.717505992916953,0.57953238679278,2,9,"hemostasis","BP"
"GO:0072717",0.71759565541824,0.702425483739904,1,4,"cellular response to actinomycin D","BP"
"GO:0006930",0.717740553890233,0.579247501736836,2,9,"substrate-dependent cell migration, cell extension","BP"
"GO:1904906",0.71792205836431,0.688377425260136,1,5,"positive regulation of endothelial cell-matrix adhesion via fibronectin","BP"
"GO:0010906",0.718291653195835,0.46681001520157,5,23,"regulation of glucose metabolic process","BP"
"GO:0006809",0.7183448173545,0.466746077225959,5,23,"nitric oxide biosynthetic process","BP"
"GO:0097529",0.718375941050706,0.70155420499221,1,4,"myeloid leukocyte migration","BP"
"GO:0032482",0.718389246788079,0.51952404980171,3,15,"Rab protein signal transduction","BP"
"GO:0021984",0.718437589437629,0.687783053876482,1,5,"adenohypophysis development","BP"
"GO:1903140",0.718559322466507,0.5782518800106,2,9,"regulation of establishment of endothelial barrier","BP"
"GO:1905146",0.718583043738625,0.578223007363279,2,9,"lysosomal protein catabolic process","BP"
"GO:0003203",0.718638066179034,0.489867287459848,4,18,"endocardial cushion morphogenesis","BP"
"GO:0060828",0.718816296635764,0.437391519773205,7,31,"regulation of canonical Wnt signaling pathway","BP"
"GO:0016071",0.719200343987836,0.5774711049946,2,9,"mRNA metabolic process","BP"
"GO:0018027",0.719460789846462,0.70033914599053,1,4,"peptidyl-lysine dimethylation","BP"
"GO:1901385",0.719469164178671,0.700329749731473,1,4,"regulation of voltage-gated calcium channel activity","BP"
"GO:0071314",0.719895758718,0.576622790109815,2,9,"cellular response to cocaine","BP"
"GO:0003073",0.719943997924804,0.520145613451742,3,14,"regulation of systemic arterial blood pressure","BP"
"GO:0010759",0.719955552575186,0.484858515236947,4,20,"positive regulation of macrophage chemotaxis","BP"
"GO:1902474",0.719991435695984,0.699743235428908,1,4,"positive regulation of protein localization to synapse","BP"
"GO:0007175",0.720351987972643,0.571275073983876,2,10,"negative regulation of epidermal growth factor-activated receptor activity","BP"
"GO:0009786",0.720607946269757,0.699049597229635,1,4,"regulation of asymmetric cell division","BP"
"GO:0043570",0.720907055923449,0.698712562514453,1,4,"maintenance of DNA repeat elements","BP"
"GO:0019218",0.720972269624653,0.698639036252742,1,4,"regulation of steroid metabolic process","BP"
"GO:0097067",0.721319471903491,0.574881851290021,2,9,"cellular response to thyroid hormone stimulus","BP"
"GO:0045055",0.721656910158015,0.484385034763282,4,19,"regulated exocytosis","BP"
